Departure codeIataAirport,Departure Province/State,Departure Country/Region,Arrival Province/State,Arrival Country/Region
AAA,French Polynesia,France,South Australia,Australia
AAN,,United Arab Emirates,,India
AAN,,United Arab Emirates,,Pakistan
AAN,,United Arab Emirates,,Egypt
AAN,,United Arab Emirates,,Egypt
AAR,,Denmark,,Denmark
AAR,,Denmark,,Denmark
AAR,,Denmark,,Denmark
AAR,,Denmark,,Denmark
AAR,,Denmark,,Norway
AAR,,Denmark,,Norway
AAR,,Denmark,,Sweden
AAR,,Denmark,,Sweden
AAR,,Denmark,,Sweden
AAR,,Denmark,,Sweden
AAR,,Denmark,Channel Islands,United Kingdom
AAR,,Denmark,,Denmark
AAR,,Denmark,,Denmark
AAR,,Denmark,,Denmark
AAR,,Denmark,,Denmark
AAR,,Denmark,,Denmark
AAR,,Denmark,,Denmark
AAR,,Denmark,,Sweden
AAR,,Denmark,,Sweden
AAR,,Denmark,,Denmark
AAR,,Denmark,,Denmark
AAR,,Denmark,,Denmark
AAR,,Denmark,,Denmark
AAR,,Denmark,,Denmark
AAR,,Denmark,,Denmark
AAR,,Denmark,,Denmark
AAR,,Denmark,,Norway
AAR,,Denmark,,Germany
AAL,,Denmark,,Denmark
AAL,,Denmark,,Denmark
AAL,,Denmark,,Denmark
AAL,,Denmark,,Denmark
AAL,,Denmark,,Germany
AAL,,Denmark,Channel Islands,United Kingdom
AAL,,Denmark,,Denmark
AAL,,Denmark,,Denmark
AAL,,Denmark,,Denmark
AAL,,Denmark,,Denmark
AAL,,Denmark,,Denmark
AAL,,Denmark,,Spain
AAL,,Denmark,,Spain
AAL,,Denmark,,Spain
AAL,,Denmark,,Spain
AAL,,Denmark,,Spain
AAL,,Denmark,Channel Islands,United Kingdom
AAL,,Denmark,,Denmark
AAL,,Denmark,,Denmark
AAL,,Denmark,,Denmark
AAL,,Denmark,,Denmark
AAL,,Denmark,,Denmark
AAL,,Denmark,,Denmark
AAL,,Denmark,,Denmark
AAL,,Denmark,,Denmark
AAL,,Denmark,,Denmark
AAL,,Denmark,,Denmark
AAL,,Denmark,,Denmark
AAL,,Denmark,,Spain
AAL,,Denmark,,Spain
AAL,,Denmark,,Denmark
AAL,,Denmark,,Denmark
AAL,,Denmark,,Denmark
AAL,,Denmark,,United Kingdom
AAL,,Denmark,,Denmark
AAL,,Denmark,,Norway
AAL,,Denmark,,Norway
AAL,,Denmark,,Norway
AAL,,Denmark,,Denmark
AAL,,Denmark,,Norway
AAL,,Denmark,,Denmark
AAL,,Denmark,Channel Islands,United Kingdom
AAL,,Denmark,Greenland,Denmark
AAL,,Denmark,,Austria
AAL,,Denmark,,Denmark
AAL,,Denmark,,Denmark
AAL,,Denmark,,Denmark
AAL,,Denmark,,Denmark
AAL,,Denmark,,Denmark
AAL,,Denmark,,Denmark
AAL,,Denmark,,Denmark
AAL,,Denmark,,Norway
AAL,,Denmark,,Netherlands
AAL,,Denmark,,Netherlands
AAL,,Denmark,,Germany
AAL,,Denmark,,Norway
AAL,,Denmark,,Greece
AAL,,Denmark,,Greece
AAL,,Denmark,,Spain
AAL,,Denmark,,Spain
AAL,,Denmark,,Spain
AAL,,Denmark,,Spain
AAL,,Denmark,,Spain
AAL,,Denmark,,Denmark
AAL,,Denmark,,Denmark
AAL,,Denmark,,Denmark
AAL,,Denmark,,Denmark
AAL,,Denmark,,Denmark
AAL,,Denmark,Faroe Islands,Denmark
AAL,,Denmark,,Denmark
AAL,,Denmark,,Denmark
AAL,,Denmark,,Denmark
AAL,,Denmark,,Denmark
AAL,,Denmark,,Denmark
AAL,,Denmark,,Denmark
AAL,,Denmark,,Denmark
AAL,,Denmark,,Malta
AAL,,Denmark,,Spain
AAL,,Denmark,,Spain
AAL,,Denmark,,Greece
AAL,,Denmark,,Greece
AAL,,Denmark,,Denmark
AAL,,Denmark,,Turkey
AAL,,Denmark,,Spain
AAL,,Denmark,,Netherlands
AAL,,Denmark,,Netherlands
AAL,,Denmark,,Netherlands
AAL,,Denmark,,Netherlands
AAL,,Denmark,,Netherlands
AAL,,Denmark,,Denmark
AAL,,Denmark,,Denmark
AAL,,Denmark,,Denmark
AAL,,Denmark,,Norway
AAL,,Denmark,,Turkey
AAL,,Denmark,,Denmark
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Ukraine
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAQ,,Russia,,Russia
AAT,Xinjiang,China,Xinjiang,China
AAT,Xinjiang,China,Xinjiang,China
AAT,Xinjiang,China,Xinjiang,China
AAT,Xinjiang,China,Xinjiang,China
AAT,Xinjiang,China,Xinjiang,China
AAT,Xinjiang,China,Xinjiang,China
AAT,Xinjiang,China,Xinjiang,China
AAT,Xinjiang,China,Xinjiang,China
AAT,Xinjiang,China,Xinjiang,China
AAX,,Brazil,,Brazil
ABA,,Russia,,Russia
ABA,,Russia,,Russia
ABA,,Russia,,Russia
ABA,,Russia,,Russia
ABA,,Russia,,Russia
ABA,,Russia,,Russia
ABA,,Russia,,Russia
ABB,,Nigeria,,Nigeria
ABB,,Nigeria,,Nigeria
ABB,,Nigeria,,Nigeria
ABD,,Iran,,Iran
ABD,,Iran,,Iran
ABD,,Iran,,Iran
ABD,,Iran,,Iran
ABD,,Iran,,Iran
ABD,,Iran,,Iran
ABD,,Iran,,Iran
ABD,,Iran,,Iran
ABD,,Iran,,Iran
ABD,,Iran,,Iran
ABD,,Iran,,Iran
ABD,,Iran,,Iran
ABD,,Iran,,Kuwait
ABD,,Iran,,Iran
ABD,,Iran,,United Arab Emirates
ABD,,Iran,,Iran
ABD,,Iran,,Iran
ABM,Northern Territory,Australia,Northern Territory,Australia
ABM,Northern Territory,Australia,Queensland,Australia
ABM,Northern Territory,Australia,Northern Territory,Australia
ABM,Northern Territory,Australia,Queensland,Australia
ABM,Northern Territory,Australia,Queensland,Australia
ABT,,Saudi Arabia,,Saudi Arabia
ABT,,Saudi Arabia,,Saudi Arabia
ABT,,Saudi Arabia,,Saudi Arabia
ABT,,Saudi Arabia,,Saudi Arabia
ABT,,Saudi Arabia,,Saudi Arabia
ABT,,Saudi Arabia,,Saudi Arabia
ABT,,Saudi Arabia,,Saudi Arabia
ABT,,Saudi Arabia,,Saudi Arabia
ABT,,Saudi Arabia,,Saudi Arabia
ABS,,Egypt,,Egypt
ABS,,Egypt,,Egypt
ABS,,Egypt,,Egypt
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,France
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,Channel Islands,United Kingdom
ABV,,Nigeria,,United Arab Emirates
ABV,,Nigeria,,Ethiopia
ABV,,Nigeria,,Cameroon
ABV,,Nigeria,,Togo
ABV,,Nigeria,,Togo
ABV,,Nigeria,,Kenya
ABV,,Nigeria,,Germany
ABV,,Nigeria,,Egypt
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,South Africa
ABV,,Nigeria,,Gabon
ABV,,Nigeria,,Turkey
ABV,,Nigeria,,Turkey
ABV,,Nigeria,,United Arab Emirates
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Ghana
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Ghana
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ABV,,Nigeria,,Nigeria
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ACA,,Mexico,,Mexico
ABX,Australian Capital Territory,Australia,Queensland,Australia
ABX,Australian Capital Territory,Australia,New South Wales,Australia
ABX,Australian Capital Territory,Australia,New South Wales,Australia
ABX,Australian Capital Territory,Australia,New South Wales,Australia
ABX,Australian Capital Territory,Australia,New South Wales,Australia
ABX,Australian Capital Territory,Australia,New South Wales,Australia
ABX,Australian Capital Territory,Australia,New South Wales,Australia
ABX,Australian Capital Territory,Australia,New South Wales,Australia
ABX,Australian Capital Territory,Australia,New South Wales,Australia
ABX,Australian Capital Territory,Australia,New South Wales,Australia
ABX,Australian Capital Territory,Australia,New South Wales,Australia
ABX,Australian Capital Territory,Australia,New South Wales,Australia
ABX,Australian Capital Territory,Australia,Victoria,Australia
ABX,Australian Capital Territory,Australia,Victoria,Australia
ABX,Australian Capital Territory,Australia,Victoria,Australia
ABX,Australian Capital Territory,Australia,Victoria,Australia
ABX,Australian Capital Territory,Australia,Victoria,Australia
ABX,Australian Capital Territory,Australia,Victoria,Australia
ABX,Australian Capital Territory,Australia,Australian Capital Territory,Australia
ABX,Australian Capital Territory,Australia,New South Wales,Australia
ABX,Australian Capital Territory,Australia,New South Wales,Australia
ABX,Australian Capital Territory,Australia,New South Wales,Australia
ABX,Australian Capital Territory,Australia,New South Wales,Australia
ABX,Australian Capital Territory,Australia,New South Wales,Australia
ABX,Australian Capital Territory,Australia,New South Wales,Australia
ABX,Australian Capital Territory,Australia,New South Wales,Australia
ACC,,Ghana,,Libya
ACC,,Ghana,,France
ACC,,Ghana,,France
ACC,,Ghana,,Ghana
ACC,,Ghana,,Ghana
ACC,,Ghana,,Ghana
ACC,,Ghana,,Ghana
ACC,,Ghana,,Ghana
ACC,,Ghana,,Ghana
ACC,,Ghana,,Ghana
ACC,,Ghana,,Ghana
ACC,,Ghana,,Ghana
ACC,,Ghana,,Ghana
ACC,,Ghana,,Ghana
ACC,,Ghana,,Ghana
ACC,,Ghana,,Nigeria
ACC,,Ghana,,Nigeria
ACC,,Ghana,,Nigeria
ACC,,Ghana,,Nigeria
ACC,,Ghana,,Nigeria
ACC,,Ghana,,Nigeria
ACC,,Ghana,,Liberia
ACC,,Ghana,,Morocco
ACC,,Ghana,Channel Islands,United Kingdom
ACC,,Ghana,,United Arab Emirates
ACC,,Ghana,,Ethiopia
ACC,,Ghana,,France
ACC,,Ghana,,Italy
ACC,,Ghana,,Netherlands
ACC,,Ghana,,Togo
ACC,,Ghana,,Kenya
ACC,,Ghana,,Kenya
ACC,,Ghana,,Sierra Leone
ACC,,Ghana,,Germany
ACC,,Ghana,,Ghana
ACC,,Ghana,,Ghana
ACC,,Ghana,,Ghana
ACC,,Ghana,,Ghana
ACC,,Ghana,,Ghana
ACC,,Ghana,,Ghana
ACC,,Ghana,,Ghana
ACC,,Ghana,,Ghana
ACC,,Ghana,,Ghana
ACC,,Ghana,,South Africa
ACC,,Ghana,,South Africa
ACC,,Ghana,,South Africa
ACC,,Ghana,,South Africa
ACC,,Ghana,,Belgium
ACC,,Ghana,,Belgium
ACC,,Ghana,,Turkey
ACC,,Ghana,,Portugal
ACC,,Ghana,,Portugal
ACC,,Ghana,,Portugal
ACC,,Ghana,,Portugal
ACC,,Ghana,,Nigeria
ACC,,Ghana,,Spain
ACC,,Ghana,,Nigeria
ACC,,Ghana,,Nigeria
ACC,,Ghana,,Nigeria
ACC,,Ghana,,Nigeria
ACC,,Ghana,,Gambia
ACC,,Ghana,,Nigeria
ACC,,Ghana,,Nigeria
ACC,,Ghana,,Senegal
ACC,,Ghana,,Senegal
ACC,,Ghana,,Nigeria
ACC,,Ghana,,Nigeria
ACH,,Switzerland,,Austria
ACH,,Switzerland,,Austria
ACH,,Switzerland,,Austria
ACH,,Switzerland,,Austria
ACH,,Switzerland,,Austria
ACH,,Switzerland,,Austria
ACH,,Switzerland,,Austria
ACH,,Switzerland,,Germany
ACH,,Switzerland,,Austria
ACH,,Switzerland,,Italy
ACH,,Switzerland,,Italy
ACH,,Switzerland,,Spain
ACH,,Switzerland,,Greece
ACH,,Switzerland,,Croatia
ACH,,Switzerland,,Spain
ACH,,Switzerland,,Italy
ACH,,Switzerland,,Italy
ACH,,Switzerland,,Germany
ABZ,,United Kingdom,Channel Islands,United Kingdom
ABZ,,United Kingdom,Channel Islands,United Kingdom
ABZ,,United Kingdom,Channel Islands,United Kingdom
ABZ,,United Kingdom,Channel Islands,United Kingdom
ABZ,,United Kingdom,Channel Islands,United Kingdom
ABZ,,United Kingdom,Channel Islands,United Kingdom
ABZ,,United Kingdom,Channel Islands,United Kingdom
ABZ,,United Kingdom,Channel Islands,United Kingdom
ABZ,,United Kingdom,Channel Islands,United Kingdom
ABZ,,United Kingdom,Channel Islands,United Kingdom
ABZ,,United Kingdom,Isle of Man,United Kingdom
ABZ,,United Kingdom,Isle of Man,United Kingdom
ABZ,,United Kingdom,Isle of Man,United Kingdom
ABZ,,United Kingdom,Isle of Man,United Kingdom
ABZ,,United Kingdom,Isle of Man,United Kingdom
ABZ,,United Kingdom,Isle of Man,United Kingdom
ABZ,,United Kingdom,Isle of Man,United Kingdom
ABZ,,United Kingdom,Isle of Man,United Kingdom
ABZ,,United Kingdom,Isle of Man,United Kingdom
ABZ,,United Kingdom,Channel Islands,United Kingdom
ABZ,,United Kingdom,Isle of Man,United Kingdom
ABZ,,United Kingdom,Channel Islands,United Kingdom
ABZ,,United Kingdom,Channel Islands,United Kingdom
ABZ,,United Kingdom,Isle of Man,United Kingdom
ABZ,,United Kingdom,Isle of Man,United Kingdom
ABZ,,United Kingdom,Isle of Man,United Kingdom
ABZ,,United Kingdom,Channel Islands,United Kingdom
ABZ,,United Kingdom,Channel Islands,United Kingdom
ABZ,,United Kingdom,Channel Islands,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,Isle of Man,United Kingdom
ABZ,,United Kingdom,Isle of Man,United Kingdom
ABZ,,United Kingdom,Isle of Man,United Kingdom
ABZ,,United Kingdom,Isle of Man,United Kingdom
ABZ,,United Kingdom,Isle of Man,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,Isle of Man,United Kingdom
ABZ,,United Kingdom,Isle of Man,United Kingdom
ABZ,,United Kingdom,Isle of Man,United Kingdom
ABZ,,United Kingdom,,Norway
ABZ,,United Kingdom,,Denmark
ABZ,,United Kingdom,Channel Islands,United Kingdom
ABZ,,United Kingdom,Channel Islands,United Kingdom
ABZ,,United Kingdom,Channel Islands,United Kingdom
ABZ,,United Kingdom,,Latvia
ABZ,,United Kingdom,Channel Islands,United Kingdom
ABZ,,United Kingdom,,Germany
ABZ,,United Kingdom,,Germany
ABZ,,United Kingdom,Isle of Man,United Kingdom
ABZ,,United Kingdom,,Spain
ABZ,,United Kingdom,,Spain
ABZ,,United Kingdom,,Portugal
ABZ,,United Kingdom,,France
ABZ,,United Kingdom,,France
ABZ,,United Kingdom,,France
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,Netherlands
ABZ,,United Kingdom,,Netherlands
ABZ,,United Kingdom,,Netherlands
ABZ,,United Kingdom,,Germany
ABZ,,United Kingdom,,Germany
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,Iceland
ABZ,,United Kingdom,,Denmark
ABZ,,United Kingdom,,Denmark
ABZ,,United Kingdom,,Ireland
ABZ,,United Kingdom,,Ireland
ABZ,,United Kingdom,,Norway
ABZ,,United Kingdom,Isle of Man,United Kingdom
ABZ,,United Kingdom,Isle of Man,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,Isle of Man,United Kingdom
ABZ,,United Kingdom,Isle of Man,United Kingdom
ABZ,,United Kingdom,Isle of Man,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,Isle of Man,United Kingdom
ABZ,,United Kingdom,Isle of Man,United Kingdom
ABZ,,United Kingdom,Isle of Man,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,Isle of Man,United Kingdom
ABZ,,United Kingdom,Channel Islands,United Kingdom
ABZ,,United Kingdom,Isle of Man,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,,United Kingdom
ABZ,,United Kingdom,Channel Islands,United Kingdom
ABZ,,United Kingdom,Channel Islands,United Kingdom
ABZ,,United Kingdom,,Switzerland
ABZ,,United Kingdom,Channel Islands,United Kingdom
ABZ,,United Kingdom,Channel Islands,United Kingdom
ABZ,,United Kingdom,,Poland
ABZ,,United Kingdom,,Poland
ABZ,,United Kingdom,,Netherlands
ABZ,,United Kingdom,,Netherlands
ABZ,,United Kingdom,,Netherlands
ABZ,,United Kingdom,,Netherlands
ABZ,,United Kingdom,,Netherlands
ABZ,,United Kingdom,,Norway
ABZ,,United Kingdom,,Norway
ABZ,,United Kingdom,,Norway
ABZ,,United Kingdom,,Norway
ABZ,,United Kingdom,,Norway
ABZ,,United Kingdom,,Norway
ABZ,,United Kingdom,,Norway
ABZ,,United Kingdom,,Denmark
ABZ,,United Kingdom,,Norway
ABZ,,United Kingdom,,Norway
ABZ,,United Kingdom,,Norway
ABZ,,United Kingdom,,Norway
ACE,,Spain,Channel Islands,United Kingdom
ACE,,Spain,Isle of Man,United Kingdom
ACE,,Spain,Isle of Man,United Kingdom
ACE,,Spain,Channel Islands,United Kingdom
ACE,,Spain,,Switzerland
ACE,,Spain,,Germany
ACE,,Spain,,Germany
ACE,,Spain,,Germany
ACE,,Spain,,Germany
ACE,,Spain,,Germany
ACE,,Spain,,Germany
ACE,,Spain,,Spain
ACE,,Spain,Channel Islands,United Kingdom
ACE,,Spain,,Ireland
ACE,,Spain,Channel Islands,United Kingdom
ACE,,Spain,Channel Islands,United Kingdom
ACE,,Spain,Channel Islands,United Kingdom
ACE,,Spain,Channel Islands,United Kingdom
ACE,,Spain,,Germany
ACE,,Spain,,Germany
ACE,,Spain,,Germany
ACE,,Spain,,Germany
ACE,,Spain,,Germany
ACE,,Spain,,Germany
ACE,,Spain,,Germany
ACE,,Spain,Channel Islands,United Kingdom
ACE,,Spain,,Switzerland
ACE,,Spain,,Ireland
ACE,,Spain,,Ireland
ACE,,Spain,,Ireland
ACE,,Spain,,Ireland
ACE,,Spain,,Germany
ACE,,Spain,,Belgium
ACE,,Spain,,Belgium
ACE,,Spain,,Ireland
ACE,,Spain,Isle of Man,United Kingdom
ACE,,Spain,,Spain
ACE,,Spain,,Spain
ACE,,Spain,,Spain
ACE,,Spain,,Spain
ACE,,Spain,,Spain
ACE,,Spain,Isle of Man,United Kingdom
ACE,,Spain,,Italy
ACE,,Spain,Isle of Man,United Kingdom
ACE,,Spain,,Ireland
ACE,,Spain,,Spain
ACE,,Spain,,Spain
ACE,,Spain,Isle of Man,United Kingdom
ACE,,Spain,Isle of Man,United Kingdom
ACE,,Spain,,United Kingdom
ACE,,Spain,Isle of Man,United Kingdom
ACE,,Spain,Channel Islands,United Kingdom
ACE,,Spain,Isle of Man,United Kingdom
ACE,,Spain,,Italy
ACE,,Spain,Channel Islands,United Kingdom
ACE,,Spain,,Italy
ACE,,Spain,,Netherlands
ACE,,Spain,,United Kingdom
ACE,,Spain,,Germany
ACE,,Spain,,Spain
ACE,,Spain,,Spain
ACE,,Spain,,United Kingdom
ACE,,Spain,Isle of Man,United Kingdom
ACE,,Spain,,Ireland
ACE,,Spain,,Italy
ACE,,Spain,,Belgium
ACE,,Spain,Channel Islands,United Kingdom
ACE,,Spain,Channel Islands,United Kingdom
ACE,,Spain,,Ireland
ACE,,Spain,,Switzerland
ACE,,Spain,,Spain
ACE,,Spain,,Germany
ACE,,Spain,,Germany
ACE,,Spain,,Germany
ACE,,Spain,,Netherlands
ACE,,Spain,,Netherlands
ACE,,Spain,,Netherlands
ACE,,Spain,,Netherlands
ACE,,Spain,,Netherlands
ACE,,Spain,,Netherlands
ACE,,Spain,,Netherlands
ACE,,Spain,,Netherlands
ACE,,Spain,,Spain
ACE,,Spain,,Spain
ACE,,Spain,,Spain
ACE,,Spain,,Spain
ACE,,Spain,,Spain
ACE,,Spain,,Spain
ACE,,Spain,,Spain
ACE,,Spain,,Spain
ACE,,Spain,,France
ACE,,Spain,,France
ACE,,Spain,,France
ACE,,Spain,,Belgium
ACE,,Spain,,France
ACE,,Spain,,France
ACE,,Spain,,France
ACE,,Spain,,France
ACE,,Spain,,France
ACE,,Spain,,Spain
ACE,,Spain,,Luxembourg
ACE,,Spain,,Spain
ACE,,Spain,,Luxembourg
ACE,,Spain,,Spain
